PayerAccountName,ProductCode,UsageType,RateId,ItemDescription,UsageQuantity,BlendedRate,CostBeforeTax,TotalCost,Tax,SrNo,Tag
Alphasense Inc,AmazonEC2,SpotUsage:m5.2xlarge,1719482108,m5.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,1680.411111,,345.734936,345.734936,0,2048,Compute - SU
Alphasense Inc,AmazonS3,USW2-TimedStorage-ByteHrs,1686268804,$0.023 per GB - first 50 TB / month of storage used,12.03850148,,0.276886,0.276886,0,2049,GC Storage
Alphasense Inc,AWSDataTransfer,APS1-EU-AWS-Out-Bytes,1698922313,$0.09 per GB - Asia Pacific (Singapore) data transfer to EU (Ireland),0.0000078,,0.000001,0.000001,0,2050,VM to VM Egress
Alphasense Inc,AWSDataTransfer,USE1-EUW2-AWS-Out-Bytes,1698932282,$0.02 per GB - US East (Northern Virginia) data transfer to EU (London),0.16704747,,0.003341,0.003341,0,2051,VM to VM Egress
Alphasense Inc,AmazonRDS,Aurora:ServerlessUsage,1730456675,$0.06 per Aurora Capacity Unit hour running Amazon Aurora MySQL Serverless,4441.713334,,266.5028,266.5028,0,2052,Cloud SQL
Alphasense Inc,AmazonSES,Recipients-MailboxSim-EC2,1667663012,Cost per recipient of SendEmail or SendRawEmail invoked from EC2 sent to the Mailbox Simulator USE1,1,,0.00E+00,0.00E+00,0.00E+00,2053,Cloud Pub/Sub
Alphasense Inc,AmazonS3,EUC1-Requests-Tier2,1686353114,"$0.0043 per 10,000 GET and all other requests",8234,,0.003541,0.003541,0,2054,GC Storage
Alphasense Inc,AWSDataTransfer,USE1-USW2-AWS-Out-Bytes,1698932293,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon),3470.849269,,69.416985,69.416985,0,2055,VM to VM Egress
Alphasense Inc,AmazonEC2,BoxUsage:c3.8xlarge,1720446006,$1.680 per On Demand Linux c3.8xlarge Instance Hour,719,,1207.92,1207.92,0,2056,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:t2.xlarge,1719509901,t2.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,19.109999,,1.134353,1.134353,0,2057,Compute - SU
Alphasense Inc,AWSDataTransfer,APS1-USE1-AWS-Out-Bytes,1698922294,$0.09 per GB - Asia Pacific (Singapore) data transfer to US East (Northern Virginia),0.00042224,,0.000038,0.000038,0,2058,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:m5a.4xlarge,1719489305,m5a.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,42.749722,,15.625693,15.625693,0,2059,Compute - SU
Alphasense Inc,AWSCostExplorer,USE1-APIRequest,772536027,$0.01 per API Request,350,,3.5,3.5,0,2060,Others
Alphasense Inc,AmazonS3,EUC1-TimedStorage-ByteHrs,1686353000,$0.0245 per GB - first 50 TB / month of storage used,0.0064689,,0.000158,0.000158,0,2061,GC Storage
Alphasense Inc,AmazonEC2,SpotUsage:m5.4xlarge,1719484929,m5.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #62,374.496946,,117.903583,117.903583,0,2062,Compute - SU
Alphasense Inc,AmazonCloudWatch,APN1-CW:Requests,1682787753,"$0.00 per request - first 1,000,000 requests",1555,,0.00E+00,0.00E+00,0.00E+00,2063,Cloud Monitoring
Alphasense Inc,AmazonEC2,SpotUsage:c5.4xlarge,1719492885,c5.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #62,9884.904996,,3302.337828,3302.337828,0,2064,Compute - SU
Alphasense Inc,AWSDataTransfer,USE1-EU-AWS-Out-Bytes,1698932222,$0.02 per GB - US East (Northern Virginia) data transfer to EU (Ireland),474.143872,,9.482877,9.482877,0,2065,VM to VM Egress
Alphasense Inc,AmazonEC2,BoxUsage:r5.2xlarge,1720456363,$0.504 per On Demand Linux r5.2xlarge Instance Hour,19582.58471,,9869.622696,9869.622696,0,2066,Compute - BU
Alphasense Inc,AmazonEC2,BoxUsage:m5.4xlarge,1720451967,$0.768 per On Demand Linux m5.4xlarge Instance Hour,12111.1116,,9301.333705,9301.333705,0,2067,Compute - BU
Alphasense Inc,AmazonRDS,RDS:GP2-Storage,1730457424,$0.115 per GB-month of provisioned GP2 storage,5282.577981,,607.496468,607.496468,0,2068,Cloud SQL
Alphasense Inc,AmazonS3,TimedStorage-ByteHrs,1686267933,$0.023 per GB - first 50 TB / month of storage used,51199.99268,,1177.599832,1177.599832,0,2069,GC Storage
Alphasense Inc,AWSSecretsManager,USE1-AWSSecretsManagerAPIRequest,1271388478,$0.05 per 10000 API Requests,24,,0.00012,0.00012,0,2070,Others
Alphasense Inc,AmazonRDS,InstanceUsage:db.t2.medium,1730457681,$0.073 per RDS db.t2.medium instance hour (or partial hour) running PostgreSQL,2157,,157.461,157.461,0,2071,Cloud SQL
Alphasense Inc,AmazonEC2,BoxUsage:r3.2xlarge,1720457618,$0.665 per On Demand Linux r3.2xlarge Instance Hour,5328.191944,,3543.247643,3543.247643,0,2072,Compute - BU
Alphasense Inc,AmazonEC2,BoxUsage:r5.xlarge,1720455050,$0.252 per On Demand Linux r5.xlarge Instance Hour,535.230835,,134.87817,134.87817,0,2073,Compute - BU
Alphasense Inc,AmazonS3,Requests-Tier2,1686267927,"$0.004 per 10,000 GET and all other requests",1977888531,,791.155412,791.155412,0,2074,GC Storage
Alphasense Inc,AmazonEC2,SpotUsage:m5.4xlarge,1719492847,m5.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,2486.09333,,943.937017,943.937017,0,2075,Compute - SU
Alphasense Inc,AmazonCloudWatch,EUN1-CW:Requests,1682787998,"$0.01 per 1,000 requests",1690,,0.0169,0.0169,0,2076,Cloud Monitoring
Alphasense Inc,AmazonS3,APS1-Requests-Tier1,1686268168,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",76,,0.00038,0.00038,0,2077,GC Storage
Alphasense Inc,AmazonEC2,BoxUsage:t1.micro,1720456268,$0.020 per On Demand Linux t1.micro Instance Hour,1953.1525,,39.06305,39.06305,0,2078,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:r5.xlarge,1719489539,r5.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,26596.61999,,2698.524065,2698.524065,0,2079,Compute - SU
Alphasense Inc,AWSDataTransfer,APN1-DataTransfer-Out-Bytes,1698649433,$0.000 per GB - first 1 GB of data transferred out per month,0.00000758,,0.00E+00,0.00E+00,0.00E+00,2080,Internet Egress
Alphasense Inc,AmazonEFS,USE1-TimedStorage-ByteHrs,1235055967,USD $0.30 per GB-Mo for Standard storage (USE1),192.9776683,,57.8933,57.8933,0,2081,Others
Alphasense Inc,AWSDataTransfer,USW1-USE2-AWS-Out-Bytes,1698921557,$0.02 per GB - US West (Northern California) data transfer to US East (Ohio),2.30E-07,,0.00E+00,0.00E+00,0.00E+00,2082,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:m5n.4xlarge,1719495904,m5n.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,317.732222,,93.702795,93.702795,0,2083,Compute - SU
Alphasense Inc,AmazonEC2,EBSOptimized:r3.2xlarge,1720462674,$0.05 for 1000 Mbps per r3.2xlarge instance-hour (or partial hour),1373.295278,,68.664764,68.664764,0,2084,Others
Alphasense Inc,AmazonCloudWatch,USE1-TimedStorage-ByteHrs,1682794247,$0.03 per GB-mo of log storage - US East (Northern Virginia),47507.04509,,1425.211353,1425.211353,0,2085,Cloud Logging
Alphasense Inc,AmazonEC2,SpotUsage:r4.large,1719502407,r4.large Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #7,50.163056,,1.877254,1.877254,0,2086,Compute - SU
Alphasense Inc,AmazonS3,APS3-TimedStorage-ByteHrs,1686269179,$0.025 per GB - first 50 TB / month of storage used,0.1691751,,0.004229,0.004229,0,2087,GC Storage
Alphasense Inc,AmazonEC2,BoxUsage:c4.4xlarge,1720461017,$0.796 per On Demand Linux c4.4xlarge Instance Hour,167.5887846,,133.400673,133.400673,0,2088,Compute - BU
Alphasense Inc,AWSDataTransfer,EUW2-USE1-AWS-Out-Bytes,1698930895,$0.02 per GB - EU (London) data transfer to US East (Northern Virginia),0.00011079,,0.000002,0.000002,0,2089,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:m5.2xlarge,1719482656,m5.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,905.293335,,158.761848,158.761848,0,2090,Compute - SU
Alphasense Inc,AWSConfig,USE1-ConfigRuleEvaluations,1655132494,"$0.0008 for the next 400,000 evaluations in  US East (N.Virginia) region",400000,,320,320,0,2091,Cloud Asset Inventory
Alphasense Inc,AmazonECR,TimedStorage-ByteHrs,1686680517,$0.10 per GB-month of data storage,3499.182386,,349.918239,349.918239,0,2092,Container Registry
Alphasense Inc,AmazonEC2,BoxUsage:c3.2xlarge,1720445173,$0.420 per On Demand Linux c3.2xlarge Instance Hour,1438,,603.96,603.96,0,2093,Compute - BU
Alphasense Inc,AmazonSES,Recipients-EC2,1667663063,Cost per recipient of SendEmail or SendRawEmail invoked from EC2,1873747,,187.3747,187.3747,0,2094,Cloud Pub/Sub
Alphasense Inc,AWSDataTransfer,EUC1-DataTransfer-In-Bytes,1698922448,$0.000 per GB - data transfer in per month,4.80E-07,,0.00E+00,0.00E+00,0.00E+00,2095,Internet Ingress
Alphasense Inc,AmazonEC2,SpotUsage:m4.2xlarge,1719484391,m4.2xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #6,2683.047225,,386.68137,386.68137,0,2096,Compute - SU
Alphasense Inc,AmazonEC2,BoxUsage:m3.xlarge,1720445548,$0.266 per On Demand Linux m3.xlarge Instance Hour,6478.486668,,1723.277454,1723.277454,0,2097,Compute - BU
Alphasense Inc,AWSDataTransfer,USE1-EUN1-AWS-Out-Bytes,1698932151,USD 0.02 per GB for EUN1-AWS-Out-Bytes in EU (Stockholm),0.00650161,,0.00013,0.00013,0,2098,VM to VM Egress
Alphasense Inc,AmazonDynamoDB,USE1-TimedPITRStorage-ByteHrs,1652657400,$0.20 per GB-Month of storage used for DynamoDB PITR backup,0.00703158,,0.001406,0.001406,0,2099,Cloud Firestore
Alphasense Inc,AmazonCloudWatch,EU-CW:AlarmMonitorUsage,1682794285,$0.10 per alarm metric month (standard resolution) - EU (Ireland),15.97407248,,1.597407,1.597407,0,2100,Cloud Monitoring
Alphasense Inc,AWSDataTransfer,USE1-CAN1-AWS-In-Bytes,1698932135,$0.00 per GB - US East (Northern Virginia) data transfer from Canada (Central),1.14730224,,0.00E+00,0.00E+00,0.00E+00,2101,VM to VM Ingress
Alphasense Inc,AmazonEC2,SpotUsage:c5.2xlarge,1719497701,c5.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,2442.606392,,396.039326,396.039326,0,2102,Compute - SU
Alphasense Inc,AmazonCloudFront,CA-Requests-Tier1,1109507242,"$0.0075 per 10,000 HTTP Requests (Canada)",630,,0.000473,0.000473,0,2103,Cloud CDN
Alphasense Inc,AmazonCloudFront,EU-Requests-Tier2-HTTPS,1109507215,"$0.0120 per 10,000 HTTPS Requests",14436295,,17.323554,17.323554,0,2104,Cloud CDN
Alphasense Inc,AmazonEC2,BoxUsage:t3.large,1720463441,$0.0832 per On Demand Linux t3.large Instance Hour,21376.67695,,1778.539522,1778.539522,0,2105,Compute - BU
Alphasense Inc,AmazonEC2,BoxUsage:m3.2xlarge,1720460164,$0.532 per On Demand Linux m3.2xlarge Instance Hour,2037.9175,,1084.17211,1084.17211,0,2106,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:m5.xlarge,1719485896,m5.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,124.254444,,11.540621,11.540621,0,2107,Compute - SU
Alphasense Inc,AmazonEC2,EBS:SnapshotUsage,1720450029,$0.05 per GB-Month of snapshot data stored - US East (Northern Virginia),243342.9723,,12167.14861,12167.14861,0,2108,PD Storage
Alphasense Inc,AmazonSNS,USE2-Requests-Tier1,1697106161,"First 1,000,000 Amazon SNS API Requests per month are free",3,,0.00E+00,0.00E+00,0.00E+00,2109,Cloud Pub/Sub
Alphasense Inc,AWSDataTransfer,APN2-USE1-AWS-Out-Bytes,1698649403,$0.080 per GB - Asia Pacific (Seoul) data transfer to US East (Northern Virginia),0.00042058,,0.000034,0.000034,0,2110,VM to VM Egress
Alphasense Inc,AmazonEC2,EBSOptimized:m5.large,1720459202,$0.00 for 480 Mbps per m5.large instance-hour (or partial hour),719,,0.00E+00,0.00E+00,0.00E+00,2111,Others
Alphasense Inc,AmazonEC2,BoxUsage:c5n.4xlarge,1720461795,$0.864 per On Demand Linux c5n.4xlarge Instance Hour,0.034722,,0.03,0.03,0,2112,Compute - BU
Alphasense Inc,AmazonCloudFront,US-Requests-HTTP-Proxy,1109507382,"$0.0075 per 10,000 Proxy HTTP Requests (US)",1492769,,1.119577,1.119577,0,2113,Cloud CDN
Alphasense Inc,AWSDataTransfer,USE1-APN1-AWS-In-Bytes,1698932155,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Tokyo),35.14592816,,0.00E+00,0.00E+00,0.00E+00,2114,VM to VM Ingress
Alphasense Inc,AmazonEC2,SpotUsage:r5n.4xlarge,1719483622,r5n.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,0.950556,,0.276422,0.276422,0,2115,Compute - SU
Alphasense Inc,AmazonCloudWatch,USW2-CW:Requests,1682788061,"$0.01 per 1,000 requests",1555,,0.01555,0.01555,0,2116,Cloud Monitoring
Alphasense Inc,AmazonEC2,BoxUsage:c4.large,1720460019,$0.16 per On Demand RHEL c4.large Instance Hour,1438,,230.08,230.08,0,2117,Compute - BU
Alphasense Inc,AmazonCloudWatch,EUW3-CW:Requests,1682794341,"$0.01 per 1,000 requests",1554,,0.01554,0.01554,0,2118,Cloud Monitoring
Alphasense Inc,AmazonEC2,BoxUsage:m4.xlarge,1720449207,$0.20 per On Demand Linux m4.xlarge Instance Hour,8697.455001,,0.00E+00,0.00E+00,0.00E+00,2119,Compute - BU
Alphasense Inc,AWSSupportBusiness,Dollar,247763995,10% of monthly AWS usage for the first $0-$10K,10000,,1000,1000,0,2120,GCP Support
Alphasense Inc,AmazonEC2,SpotUsage:t2.small,1719490471,t2.small Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,4348.2025,,30.002596,30.002596,0,2121,Compute - SU
Alphasense Inc,AWSDataTransfer,USE1-USW1-AWS-In-Bytes,1698932295,$0.00 per GB - US East (Northern Virginia) data transfer from US West (Northern California),308.4588887,,0.00E+00,0.00E+00,0.00E+00,2122,VM to VM Ingress
Alphasense Inc,AWSDataTransfer,DataTransfer-In-Bytes,1698932124,$0.000 per GB - data transfer in per month,16089.10866,,0.00E+00,0.00E+00,0.00E+00,2123,Internet Ingress
Alphasense Inc,AmazonEC2,BoxUsage:t3a.medium,1720447526,$0.0376 per On Demand Linux t3a.medium Instance Hour,1438,,54.0688,54.0688,0,2124,Compute - BU
Alphasense Inc,AmazonEC2,SpotUsage:c5.xlarge,1719481433,c5.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #62,4807.720556,,409.279699,409.279699,0,2125,Compute - SU
Alphasense Inc,AWSCloudTrail,USW1-FreeEventsRecorded,1655223578,0.0 per free event recorded in US West (N.California) region,44470,,0.00E+00,0.00E+00,0.00E+00,2126,Others
Alphasense Inc,AWSDataTransfer,EU-USE1-AWS-Out-Bytes,1698931064,$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia),14.13257655,,0.282652,0.282652,0,2127,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:m4.2xlarge,1719482791,m4.2xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #5,3532.358887,,469.419178,469.419178,0,2128,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:t3a.2xlarge,1719506531,t3a.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,78,,7.9023,7.9023,0,2129,Compute - SU
Alphasense Inc,AWSDataTransfer,EUC1-USE1-AWS-Out-Bytes,1698922428,$0.02 per GB - EU (Germany) data transfer to US East (Northern Virginia),0.00160334,,0.000032,0.000032,0,2130,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:c5.4xlarge,1719483689,c5.4xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #1,1284.099443,,429.834489,429.834489,0,2131,Compute - SU
Alphasense Inc,AmazonEC2,LoadBalancerUsage,1720455704,$0.0225 per Network LoadBalancer-hour (or partial hour),1438,,32.355,32.355,0,2132,Load Balancer
Alphasense Inc,AWSDataTransfer,EUW2-USE1-AWS-In-Bytes,1698930956,$0.00 per GB - EU (London) data transfer from US East (Northern Virginia),0.00059238,,0.00E+00,0.00E+00,0.00E+00,2133,VM to VM Ingress
Alphasense Inc,AmazonWorkSpaces,APS1-AW-HWL-1-AutoStop-Usage,610334993,"$0.38/Hour-Hourly(Amazon Linux 2)-Standard-2vCPU,4GB Memory",220,,83.6,83.6,0,2134,Others
Alphasense Inc,AmazonCloudFront,ZA-Requests-Tier1,1109507236,"$0.0090 per 10,000 HTTP Requests",6,,0.000005,0.000005,0,2135,Cloud CDN
Alphasense Inc,AmazonDynamoDB,USE1-TimedBackupStorage-ByteHrs,1652657411,$0.10 per GB-Month of storage used for on-demand backup,4.03134454,,0.403134,0.403134,0,2136,Cloud Firestore
Alphasense Inc,AmazonS3,USW1-Requests-Tier2,1686268584,"$0.0044 per 10,000 GET and all other requests",8209,,0.003612,0.003612,0,2137,GC Storage
Alphasense Inc,AmazonEC2,BoxUsage:t2.small,1720450925,$0.023 per On Demand Linux t2.small Instance Hour,39620.02668,,911.260614,911.260614,0,2138,Compute - BU
Alphasense Inc,AWSDataTransfer,DataTransfer-Out-Bytes,1698932165,$0.000 per GB - first 1 GB of data transferred out per month,0.76208129,,0.00E+00,0.00E+00,0.00E+00,2139,Internet Egress
Alphasense Inc,AmazonCloudWatch,CAN1-CW:Requests,1682787759,"$0.00 per request - first 1,000,000 requests",1554,,0.00E+00,0.00E+00,0.00E+00,2140,Cloud Monitoring
Alphasense Inc,AWSSecretsManager,USE1-AWSSecretsManager-Secrets,1271388477,$0.40 per Secret,2.98750239,,1.195001,1.195001,0,2141,Others
Alphasense Inc,AmazonEC2,BoxUsage:c3.4xlarge,1720462172,$0.840 per On Demand Linux c3.4xlarge Instance Hour,719,,603.96,603.96,0,2142,Compute - BU
Alphasense Inc,AWSQueueService,CAN1-Requests-Tier1,1696977787,"$0.40 per 1,000,000 Amazon SQS Requests per month thereafter",47,,0.000019,0.000019,0,2143,Cloud Pub/Sub
Alphasense Inc,AmazonSNS,DeliveryAttempts-SMTP,1697106154,"$2.00 per 100,000 Amazon SNS Email/Email-JSON Notifications thereafter",6680,,0.1336,0.1336,0,2144,Cloud Pub/Sub
Alphasense Inc,AmazonWorkDocs,WorkDocs-APS1-WSOnly-UserHrs,1377768078,$0 per WorkSpaces Only user per month in the APS1 region,2.61093632,,0.00E+00,0.00E+00,0.00E+00,2145,Others
Alphasense Inc,AmazonCloudFront,Lambda-Edge-GB-Second,1109507363,$0.00005001 per Lambda-GB-Second for  in US East (N. Virginia),11.525,,0.000576,0.000576,0,2146,Cloud CDN
Alphasense Inc,AWSCloudTrail,EUW2-FreeEventsRecorded,1655223544,0.0 per free event recorded in EU (London) region,25203,,0.00E+00,0.00E+00,0.00E+00,2147,Others
Alphasense Inc,AmazonEC2,SpotUsage:c5.xlarge,1719502063,c5.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,6911.844168,,579.640333,579.640333,0,2148,Compute - SU
Alphasense Inc,AmazonDynamoDB,ReadCapacityUnit-Hrs,1652657398,$0.00 per hour for 25 units of read capacity for a month (free tier),12000,,0.00E+00,0.00E+00,0.00E+00,2149,Cloud Firestore
Alphasense Inc,AWSDataTransfer,EUW3-DataTransfer-In-Bytes,1698931181,$0.000 per GB - data transfer in per month,4.80E-07,,0.00E+00,0.00E+00,0.00E+00,2150,Internet Ingress
Alphasense Inc,AmazonS3,USW2-Requests-Tier1,1686268702,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",328763,,1.643815,1.643815,0,2151,GC Storage
Alphasense Inc,AmazonSNS,DeliveryAttempts-HTTP,1697106135,"First 100,000 Amazon SNS HTTP/HTTPS Notifications per month are free",49,,0.00E+00,0.00E+00,0.00E+00,2152,Cloud Pub/Sub
Alphasense Inc,AmazonRedshift,Node:dc2.large,1655098668,$0.250 per Redshift Dense Compute Large (DC2.L) Compute Node-hour (or partial hour),718.468334,,179.617084,179.617084,0,2153,Others
Alphasense Inc,awskms,eu-west-1-KMS-Requests,1698969021,$0.00 per request - Monthly Global Free Tier for KMS requests,279,,0.00E+00,0.00E+00,0.00E+00,2154,Others
Alphasense Inc,AmazonEC2,SpotUsage:c5.xlarge,1719495772,c5.xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #12,5557.862781,,476.025967,476.025967,0,2155,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:t2.2xlarge,1719498690,t2.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #5,389.349165,,43.373497,43.373497,0,2156,Compute - SU
Alphasense Inc,AmazonS3,EU-Requests-Tier2,1686267690,"$0.004 per 10,000 GET and all other requests",8133327,,3.253331,3.253331,0,2157,GC Storage
Alphasense Inc,AWSDataTransfer,DataTransfer-Regional-Bytes,1698932231,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,1989800.976,,19898.00976,19898.00976,0,2158,VM to VM Egress
Alphasense Inc,AmazonCloudWatch,CW:GMD-Metrics,1682788358,"$0.01 per 1,000 metrics requested using GetMetricData API - US East (Northern Virginia)",49908,,0.49908,0.49908,0,2159,Cloud Monitoring
Alphasense Inc,AmazonEC2,NatGateway-Hours,1720452339,$0.045 per NAT Gateway Hour,19619,,882.855,882.855,0,2160,Cloud NAT
Alphasense Inc,AmazonS3,TimedStorage-ZIA-ByteHrs,1686268035,$0.01 per GB-Month of storage used in One Zone-Infrequent Access,0.0061494,,0.000061,0.000061,0,2161,GC Storage
Alphasense Inc,AWSDataTransfer,USE1-SAE1-AWS-In-Bytes,1698932198,$0.00 per GB - US East (Northern Virginia) data transfer from South America (Sao Paulo),0.84217134,,0.00E+00,0.00E+00,0.00E+00,2162,VM to VM Ingress
Alphasense Inc,AmazonRDS,Aurora:StorageIOUsage,1730456622,$0.20 per 1 million I/O requests (Aurora),15988793810,,3197.758762,3197.758762,0,2163,Cloud SQL
Alphasense Inc,AmazonEC2,SpotUsage:m4.4xlarge,1719500034,m4.4xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #7,5056.01749,,1888.248225,1888.248225,0,2164,Compute - SU
Alphasense Inc,AmazonEC2,SpotUsage:c4.4xlarge,1719504246,c4.4xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #7,3817.640008,,1122.128219,1122.128219,0,2165,Compute - SU
Alphasense Inc,AWSDataTransfer,USE1-CloudFrontChina-In-Bytes,1698932220,In bytes from CloudFront POP to Region,0.00002314,,0.00E+00,0.00E+00,0.00E+00,2166,VM to VM Ingress
Alphasense Inc,AWSDataTransfer,USE1-APN1-AWS-Out-Bytes,1698932158,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo),0.56560491,,0.011312,0.011312,0,2167,VM to VM Egress
Alphasense Inc,AmazonEC2,SpotUsage:p3.2xlarge,1719490331,p3.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #62,4205.221116,,3868.150716,3868.150716,0,2168,Compute - SU
Alphasense Inc,AmazonES,ES:GP2-Storage,1651964164,$0.135 per GB-month of general purpose provisioned storage,258.2916665,,34.869375,34.869375,0,2169,Elasticsearch
Alphasense Inc,AmazonCloudWatch,USW1-CW:Requests,1682788029,"$0.01 per 1,000 requests",1555,,0.01555,0.01555,0,2170,Cloud Monitoring
Alphasense Inc,AmazonRDS,InstanceUsage:db.r4.xlarge,1730456967,$0.58 per RDS db.r4.xlarge instance hour (or partial hour) running Amazon Aurora,4995.880276,,2897.61056,2897.61056,0,2171,Cloud SQL
Alphasense Inc,AmazonCloudFront,JP-DataTransfer-Out-Bytes,1109507334,$0.114 per GB - first 10 TB / month data transfer out,5.03743687,,0.574268,0.574268,0,2172,Cloud CDN
Alphasense Inc,AWSDataTransfer,SAE1-DataTransfer-Out-Bytes,1698931375,$0.000 per GB - first 1 GB of data transferred out per month,0.00000689,,0.00E+00,0.00E+00,0.00E+00,2173,Internet Egress
Alphasense Inc,AmazonEC2,SpotUsage:r4.xlarge,1719493536,r4.xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #12,8.190556,,0.77474,0.77474,0,2174,Compute - SU
Alphasense Inc,AmazonInspector,network-assessments,1717275970,"Next 4,000 instance-assessments",87,,8.7,8.7,0,2175,Others
Alphasense Inc,AmazonEC2,SpotUsage:t2.large,1719486972,t2.large Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #6,66.351944,,1.95796,1.95796,0,2176,Compute - SU
Alphasense Inc,AWSCloudTrail,USE1-FreeEventsRecorded,1655223527,0.0 per free event recorded in US East (N.Virginia) region,164232684,,0.00E+00,0.00E+00,0.00E+00,2177,Others
Alphasense Inc,AmazonEC2,SpotUsage:m4.10xlarge,1719495755,m4.10xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #6,277.774722,,226.457699,226.457699,0,2178,Compute - SU
Alphasense Inc,AWSDataTransfer,APN2-DataTransfer-Out-Bytes,1698649216,$0.000 per GB - first 1 GB of data transferred out per month,0.00000758,,0.00E+00,0.00E+00,0.00E+00,2179,Internet Egress
Alphasense Inc,AmazonEC2,EBS:VolumeUsage.piops,1720445651,$0.125 per GB-month of Provisioned IOPS SSD (io1)  provisioned storage - US East (Northern Virginia),1068.366265,,133.545783,133.545783,0,2180,PD Storage
Alphasense Inc,AmazonEC2,BoxUsage:t2.medium,1720461567,$0.0464 per On Demand Linux t2.medium Instance Hour,10187.25778,,472.688761,472.688761,0,2181,Compute - BU
Alphasense Inc,AmazonVPC,USE1-TransitGateway-Hours,1658920430,$0.05 per Transit Gateway VPC Attachment Hour,718,,35.9,35.9,0,2182,Google VPC
Alphasense Inc,AmazonVPC,USE1-VpcEndpoint-Hours,1658920432,$0.01 per VPC Endpoint Hour,2157,,21.57,21.57,0,2183,Google VPC
Alphasense Inc,AmazonEC2,SpotUsage:p3.2xlarge,1719508997,p3.2xlarge Linux/UNIX Spot Instance-hour in US East (N. Virginia) in VPC Zone #7,4435.279714,,4076.424687,4076.424687,0,2184,Compute - SU
Alphasense Inc,AmazonCloudFront,IN-Requests-HTTP-Proxy,1109507374,"$0.0090 per 10,000 Proxy HTTP Requests (India)",124498,,0.112048,0.112048,0,2185,Cloud CDN
Alphasense Inc,AmazonEC2,SpotUsage:c4.2xlarge,1719487945,c4.2xlarge Linux/UNIX Spot Instance-hour in US East (Virginia) in VPC Zone #6,8315.921106,,1177.084995,1177.084995,0,2186,Compute - SU
Alphasense Inc,AmazonEC2,EBSOptimized:r5a.4xlarge,1720451042,$0.00 for 2120 Mbps per r5a.4xlarge instance-hour (or partial hour),323.891389,,0.00E+00,0.00E+00,0.00E+00,2187,Others
