"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordID","BillingPeriodStartDate","BillingPeriodEndDate","InvoiceDate","PayerAccountName","LinkedAccountName","TaxationAddress","PayerPONumber","ProductCode","ProductName","SellerOfRecord","UsageType","Operation","RateId","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","CurrencyCode","CostBeforeDiscounts","CostBeforeTax","Credits","TaxAmount","TaxType","TotalCost"
"547433769","725487706781","","PayerLineItem","6800000398659306121","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:r3.xlarge","RunInstances","14534791","Linux/UNIX (Amazon VPC), r3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2232.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306122","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:i3.xlarge","RunInstances","224669543","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","372.32388900","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306123","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:m5.large","RunInstances","244349492","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","3720.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306124","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5.xlarge","RunInstances","213047807","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","470.89388900","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306125","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5.2xlarge","RunInstances","213047807","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1624.55305550","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306126","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:c5d.2xlarge","RunInstances","634109889","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2976.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306127","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:i3.xlarge","RunInstances","24507786","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","5911.83027750","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306128","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:m5.2xlarge","RunInstances","228751038","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","981.56319500","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306129","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5.xlarge","RunInstances","212861705","Linux/UNIX (Amazon VPC), c5.2xlarge reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2757.27597250","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306130","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m5.2xlarge","RunInstances","219208893","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","388.82861200","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306131","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:c5.large","RunInstances","228800577","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","14132.44055600","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306132","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5d.4xlarge","RunInstances","254096149","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2790.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306133","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r4.large","RunInstances","24232063","Linux/UNIX (Amazon VPC), r4.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1488.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306134","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:c5.xlarge","RunInstances","244686828","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2618.12208350","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306135","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5d.4xlarge","RunInstances","254096149","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1860.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306136","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m5.2xlarge","RunInstances","219208893","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2269.79638600","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306137","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r5.4xlarge","RunInstances","274295915","Linux/UNIX (Amazon VPC), r5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","744.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306138","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:m5.large","RunInstances","244349492","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","3720.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306139","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r5.4xlarge","RunInstances","274295915","Linux/UNIX (Amazon VPC), r5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1302.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306140","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:i3.large","RunInstances","24177090","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","5952.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306141","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:m5.2xlarge","RunInstances","254544192","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2046.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306142","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USE2-BoxUsage:i3.2xlarge","RunInstances","24003289","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2790.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306143","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:c5.large","RunInstances","633563096","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2976.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306144","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:m5.large","RunInstances","244349492","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","741.62916700","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306145","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r3.xlarge","RunInstances","20608975","Linux/UNIX (Amazon VPC), r3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2232.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306146","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:c5d.xlarge","RunInstances","271874039","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1116.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306147","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:i3.large","RunInstances","24507786","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","4349.16388900","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306148","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:i3.xlarge","RunInstances","24177090","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","3720.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306149","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r5.4xlarge","RunInstances","274295915","Linux/UNIX (Amazon VPC), r5.large reserved instance applied","2020/08/14 17:00:00","2020/08/31 23:59:59","570.62500000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306150","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r4.4xlarge","RunInstances","24232063","Linux/UNIX (Amazon VPC), r4.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","936.80236125","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306151","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:t2.micro","RunInstances","208361338","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","7440.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306152","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:t2.small","RunInstances","208674254","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","3720.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306153","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:r4.2xlarge","RunInstances","24232063","Linux/UNIX (Amazon VPC), r4.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","744.24222200","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306154","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:m4.xlarge","RunInstances","24203282","Linux/UNIX (Amazon VPC), m4.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","744.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306155","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:c5.xlarge","RunInstances","633563096","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","10533.12722000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306156","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:c5d.4xlarge","RunInstances","287962567","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","558.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306157","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:t2.large","RunInstances","208210897","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2975.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306158","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-BoxUsage:m5.2xlarge","RunInstances","228751038","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","5580.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306159","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c5.2xlarge","RunInstances","213675636","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","930.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306160","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","EUW2-BoxUsage:c5.large","RunInstances","228781456","Linux/UNIX (Amazon VPC), c5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","6696.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306161","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:m5.2xlarge","RunInstances","633993899","Linux/UNIX (Amazon VPC), m5.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","0.71965275","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306162","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:c3.2xlarge","RunInstances","15765750","Linux/UNIX (Amazon VPC), c3.large reserved instance applied","2020/08/14 17:00:00","2020/08/31 23:59:59","1037.75000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306163","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:i3.xlarge","RunInstances","24507786","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","5265.41805550","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306164","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS2-BoxUsage:i3.large","RunInstances","224669543","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2975.35222200","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306165","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:i3.xlarge","RunInstances","24507786","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","3720.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306166","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:c3.large","RunInstances","15759777","Linux/UNIX (Amazon VPC), c3.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","2976.78222200","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
"547433769","725487706781","","PayerLineItem","6800000398659306167","2020/08/01 00:00:00","2020/08/31 23:59:59","2020/09/03 06:14:28","Prashant Kumar","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APS1-BoxUsage:c5d.xlarge","RunInstances","271874039","Linux/UNIX (Amazon VPC), c5d.large reserved instance applied","2020/08/01 00:00:00","2020/08/31 23:59:59","1116.00000000","","USD","0.000000","0.00","0.0","0.000000","None","0.000000"
